Longitude,Latitude,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating text,Votes,Online delivery
77.0376911,28.468336,1000,Yes,No,No,3,3.0,Average,7,0
77.037781,28.4684343,1800,Yes,No,No,3,3.5,Good,37,0
77.0918351,28.5092246,2200,Yes,No,No,4,3.5,Good,32,0
77.0684986,28.3349418,1300,Yes,No,No,3,3.4,Average,19,0
77.080367,28.460925,2700,No,No,No,4,3.2,Average,6,0
77.0835375,28.46836827,1700,No,No,No,3,3.9,Good,231,0
77.0832475,28.4683741,800,Yes,Yes,No,2,3.7,Good,364,1
77.0830226,28.4683973,1700,Yes,No,No,3,3.7,Good,127,0
77.08390966,28.46844136,1000,No,Yes,No,3,3.5,Good,351,1
77.0834723,28.4681716,1500,Yes,Yes,No,3,4.0,Very Good,162,1
77.0831126,28.4682267,1300,Yes,No,No,3,4.2,Very Good,248,0
77.0837421,28.4681975,1500,Yes,Yes,No,3,4.2,Very Good,144,1
77.083048,28.468314,1600,Yes,No,No,3,4.1,Very Good,214,0
77.0600891,28.4684326,3500,Yes,No,No,4,3.9,Good,181,0
77.0599093,28.4684152,5000,Yes,No,No,4,3.7,Good,131,0
77.0928243,28.4937229,700,No,Yes,No,2,2.8,Average,191,1
77.0882416,28.4947571,1000,Yes,Yes,No,3,3.3,Average,793,1
77.0887329,28.4946295,1500,Yes,No,No,3,4.6,Excellent,563,0
77.0886429,28.4950691,1200,No,No,No,3,4.6,Excellent,177,0
77.0885987,28.4950762,1800,No,No,No,3,4.5,Excellent,407,0
77.0889781,28.4955391,1200,Yes,Yes,No,3,3.7,Good,647,1
77.088508,28.494832,600,No,Yes,No,2,3.7,Good,503,1
77.0886879,28.4952975,2500,Yes,Yes,No,4,3.7,Good,980,1
77.0888677,28.4952251,200,No,Yes,No,1,3.7,Good,544,1
77.0888677,28.4953148,400,No,Yes,No,1,3.6,Good,455,1
77.0888677,28.495763,1250,Yes,No,No,3,3.9,Good,230,0
77.0887329,28.4951674,600,No,Yes,No,2,3.8,Good,701,1
77.0883732,28.4947742,1800,Yes,No,No,3,3.6,Good,313,0
77.088598,28.4951096,1500,Yes,No,No,3,3.6,Good,625,0
77.0886879,28.4952079,350,No,Yes,No,1,3.9,Good,425,1
77.088598,28.4951096,1100,No,No,No,3,3.6,Good,734,0
77.0886879,28.4952079,1700,Yes,Yes,No,3,3.8,Good,706,1
77.0878786,28.4945922,2000,Yes,No,No,4,3.9,Good,1490,0
77.0886429,28.4950691,600,No,Yes,No,2,3.9,Good,870,1
77.0883732,28.4953121,2000,Yes,Yes,No,4,3.8,Good,1065,1
77.0886879,28.4952079,700,No,Yes,No,2,3.6,Good,365,1
77.0886879,28.4953871,1400,Yes,Yes,No,3,3.5,Good,384,1
77.0889127,28.4950054,1400,No,No,No,3,3.9,Good,622,0
77.0891982,28.4956457,700,No,No,No,2,3.9,Good,560,0
77.0883282,28.4948147,2300,No,No,No,4,3.8,Good,1046,0
77.0883113,28.4942639,550,No,Yes,No,2,3.8,Good,176,1
77.0887778,28.4949476,1700,Yes,No,No,3,3.7,Good,173,0
77.0886879,28.4947597,600,No,Yes,No,2,3.8,Good,227,1
77.0875189,28.4949162,400,No,Yes,No,1,3.9,Good,296,1
77.0890476,28.4962285,2000,Yes,No,No,4,2.4,Poor,2412,0
77.0886879,28.4952079,2000,No,No,No,4,4.0,Very Good,1840,0
77.088508,28.4939356,1500,Yes,Yes,No,3,4.3,Very Good,716,1
77.08856095,28.49427139,800,Yes,Yes,No,2,4.0,Very Good,199,1
77.0886879,28.4953871,2000,Yes,Yes,No,4,4.0,Very Good,1658,1
77.0886879,28.4952079,2200,No,No,No,4,4.3,Very Good,4385,0
77.088508,28.4949217,2500,Yes,No,No,4,4.1,Very Good,1949,0
77.0882383,28.494089,900,Yes,Yes,No,2,4.0,Very Good,219,1
77.088598,28.4951096,1500,Yes,No,No,3,4.0,Very Good,1595,0
77.0888677,28.4954941,1200,Yes,Yes,No,3,4.0,Very Good,1730,1
77.0880651,28.4944224,1750,Yes,No,No,3,4.1,Very Good,353,0
77.088508,28.494832,1300,No,No,No,3,4.0,Very Good,2843,0
77.0884689,28.4940704,1500,Yes,No,No,3,4.0,Very Good,209,0
77.0933407,28.4877882,1200,Yes,No,No,3,3.1,Average,185,0
77.0921049,28.4897992,400,No,Yes,No,1,3.8,Good,393,1
77.0875639,28.4942482,1500,No,No,No,3,3.8,Good,333,0
77.0890476,28.4945253,700,No,No,No,2,2.4,Poor,125,0
77.0884181,28.4940166,1800,Yes,Yes,No,3,4.2,Very Good,205,1
77.0822133,28.4671541,1700,Yes,No,No,3,3.4,Average,294,0
77.0817637,28.4672902,700,No,Yes,No,2,3.3,Average,129,1
77.0814039,28.4676142,500,No,No,No,2,2.5,Average,125,0
77.0823032,28.4672524,300,No,Yes,No,1,3.8,Good,74,1
77.0821234,28.4670558,350,No,Yes,No,1,3.7,Good,217,1
77.0817637,28.4673798,700,Yes,Yes,No,2,3.8,Good,239,1
77.0823032,28.4674317,350,No,Yes,No,1,3.8,Good,317,1
77.0818119,28.4674661,650,No,Yes,No,2,3.9,Good,136,1
77.0821234,28.467504,900,Yes,Yes,No,2,3.6,Good,426,1
77.0824381,28.4671309,400,No,Yes,No,1,3.8,Good,196,1
77.081314,28.4670676,800,No,Yes,No,2,3.5,Good,173,1
77.0812241,28.4675073,700,No,No,No,2,3.5,Good,52,0
77.0819435,28.4671282,500,No,Yes,No,2,3.5,Good,189,1
77.0812241,28.4671487,800,No,No,No,2,2.4,Poor,88,0
77.0819435,28.4674868,400,No,Yes,No,1,4.3,Very Good,154,1
77.0823032,28.4674317,800,Yes,Yes,No,2,4.0,Very Good,169,1
77.0812241,28.4675073,2500,No,No,No,4,4.1,Very Good,230,0
77.09313545,28.47582155,650,No,Yes,No,2,3.2,Average,18,1
77.09359512,28.47548941,450,No,No,No,1,2.6,Average,27,0
77.09308315,28.47577587,700,No,No,No,2,2.8,Average,30,0
77.09323503,28.47573225,1500,No,No,No,3,3.0,Average,49,0
77.09302582,28.47586163,500,No,No,No,2,2.6,Average,30,0
77.09312875,28.47574493,500,No,No,No,2,3.3,Average,27,0
77.09333964,28.47626303,800,No,Yes,No,2,2.8,Average,29,1
77.09336612,28.47581065,300,No,No,No,1,3.3,Average,13,0
77.093094,28.4759094,350,No,No,No,1,3.3,Average,20,0
77.09308684,28.47568922,500,No,No,No,2,3.1,Average,46,0
77.09311534,28.4756627,600,No,Yes,No,2,2.5,Average,69,1
77.09335439,28.4761926,2000,Yes,Yes,No,4,3.9,Good,490,1
77.09319044,28.47567184,800,No,Yes,No,2,3.5,Good,112,1
77.09351432,28.47650794,500,No,Yes,No,2,2.2,Poor,73,1
77.1002873,28.4778552,800,No,No,No,2,3.4,Average,65,0
77.0993882,28.4693415,150,No,No,No,1,3.1,Average,9,0
77.0935886,28.4726847,800,No,Yes,No,2,3.2,Average,184,1
77.0997478,28.4660588,200,No,No,No,1,2.9,Average,4,0
77.0922847,28.4733215,250,No,No,No,1,3.0,Average,4,0
77.0923747,28.4733301,600,No,No,No,2,2.9,Average,5,0
77.07935278,28.46121389,750,No,No,No,2,3.4,Average,84,0
77.0992983,28.4661053,550,No,No,No,2,3.2,Average,10,0
77.0984902,28.471636,650,No,No,No,2,3.2,Average,15,0
77.0993882,28.4693415,650,No,No,No,2,3.1,Average,12,0
77.092856,28.481301,700,No,No,No,2,2.9,Average,35,0
77.0948286,28.48187686,200,No,No,No,1,2.9,Average,4,0
77.0997478,28.4657898,500,No,Yes,No,2,2.8,Average,54,1
77.0983092,28.4679828,500,No,No,No,2,3.1,Average,10,0
77.074163,28.477689,600,No,Yes,No,2,3.1,Average,7,1
77.0923421,28.4803156,500,No,Yes,No,2,4.6,Excellent,395,1
77.1003687,28.4778418,1500,No,Yes,No,3,3.9,Good,360,1
77.0922847,28.4733215,200,No,Yes,No,1,3.8,Good,326,1
77.1002873,28.4780345,700,No,Yes,No,2,3.9,Good,403,1
77.0997478,28.4660588,1000,No,Yes,No,3,3.8,Good,447,1
77.1002873,28.4778552,600,No,Yes,No,2,3.5,Good,56,1
77.0957016,28.4694359,700,No,Yes,No,2,3.6,Good,38,1
77.1003772,28.4778638,1300,No,Yes,No,3,3.8,Good,124,1
77.0860801,28.4827659,500,No,Yes,No,2,3.8,Good,299,1
77.0942076,28.4899921,350,No,Yes,No,1,2.5,Average,16,1
77.1034343,28.486136,400,No,No,No,1,3.2,Average,13,0
77.0936335,28.4912907,400,No,Yes,No,1,3.0,Average,160,1
77.0935436,28.4934335,200,No,No,No,1,2.6,Average,36,0
77.0957016,28.4948958,700,No,Yes,No,2,3.2,Average,17,1
77.09530905,28.48826511,350,No,No,No,1,3.3,Average,11,0
77.09327124,28.49457813,450,No,No,No,1,3.1,Average,9,0
77.09158514,28.49034965,450,No,No,No,1,3.2,Average,26,0
77.0998522,28.4947415,400,No,Yes,No,1,3.2,Average,21,1
77.1038389,28.4874747,600,No,Yes,Yes,2,3.3,Average,25,1
77.1047829,28.4874309,200,No,Yes,No,1,2.8,Average,18,1
77.0939033,28.4902409,600,No,Yes,Yes,2,2.9,Average,7,1
77.1038389,28.487654,600,No,Yes,No,2,3.0,Average,35,1
77.094263,28.4923373,300,No,Yes,No,1,3.4,Average,18,1
77.10263249,28.48750366,700,No,No,No,2,3.0,Average,14,0
77.0939932,28.4931181,300,No,No,No,1,3.2,Average,15,0
77.0922847,28.4911611,550,No,Yes,No,2,3.4,Average,18,1
77.0930322,28.4906544,550,No,Yes,No,2,3.4,Average,29,1
77.0951644,28.4897671,450,No,No,No,1,2.7,Average,22,0
77.0937234,28.4938093,300,No,No,No,1,3.3,Average,14,0
0.0,0.0,300,No,No,No,1,3.4,Average,19,0
77.0934537,28.4935145,150,No,Yes,No,1,3.1,Average,83,1
77.0936335,28.49147,400,No,Yes,Yes,1,2.5,Average,20,1
77.093679,28.4917895,400,No,Yes,No,1,2.5,Average,19,1
77.0949823,28.4933028,400,No,Yes,No,1,3.4,Average,359,1
77.0934537,28.4911838,600,No,Yes,No,2,2.6,Average,51,1
77.09503077,28.49332817,400,No,Yes,No,1,3.1,Average,53,1
77.092692,28.4907443,350,No,Yes,No,1,3.1,Average,71,1
77.0952332,28.4949836,300,No,No,No,1,3.1,Average,33,0
77.0947642,28.4899703,200,No,No,No,1,2.7,Average,19,0
77.0962564,28.4846488,1000,Yes,No,No,3,3.4,Average,132,0
77.1048728,28.4872602,500,No,Yes,No,2,3.2,Average,74,1
77.1046906,28.487522,500,No,No,No,2,3.0,Average,6,0
77.0938134,28.4934594,200,No,Yes,No,1,3.2,Average,42,1
77.0941281,28.4921002,100,No,Yes,No,1,3.1,Average,29,1
77.0945327,28.4899428,300,No,No,No,1,3.2,Average,14,0
77.0935436,28.4911924,550,No,Yes,No,2,3.4,Average,35,1
77.0935436,28.4931646,300,No,Yes,No,1,3.2,Average,45,1
77.0944877,28.4928519,600,No,Yes,No,2,2.7,Average,51,1
77.0994974,28.4942093,700,No,Yes,No,2,2.9,Average,22,1
77.0934087,28.4936446,550,No,No,No,2,3.3,Average,15,0
77.0948924,28.4932941,350,No,Yes,No,1,3.0,Average,12,1
77.0946676,28.4930484,500,No,Yes,No,2,3.2,Average,38,1
77.0935436,28.4934335,400,No,No,No,1,3.2,Average,15,0
77.094263,28.4900962,350,No,No,No,1,2.7,Average,23,0
77.0940363,28.4931115,600,No,Yes,No,2,3.3,Average,23,1
77.093805,28.49330872,400,No,Yes,No,1,2.8,Average,31,1
77.1039737,28.4872636,500,No,Yes,No,2,4.9,Excellent,223,1
77.09623341,28.49025712,200,No,Yes,No,1,3.7,Good,55,1
77.094263,28.4923373,300,No,Yes,No,1,3.6,Good,319,1
77.0939033,28.4902409,550,No,Yes,No,2,3.5,Good,46,1
77.0924646,28.4896545,400,No,Yes,No,1,3.9,Good,54,1
77.103659,28.4878161,800,No,Yes,No,2,3.7,Good,371,1
77.0943525,28.4922725,300,No,No,No,1,3.6,Good,26,0
77.094627,28.490666,500,No,Yes,No,2,3.5,Good,66,1
77.0935436,28.4934335,250,No,Yes,No,1,3.5,Good,28,1
77.0938134,28.4937283,300,No,Yes,No,1,3.5,Good,27,1
77.09333796,28.49088743,400,No,No,No,1,3.6,Good,29,0
77.1036643,28.4879232,500,No,Yes,No,2,3.8,Good,45,1
77.1021761,28.4957118,1000,Yes,No,No,3,3.5,Good,19,0
77.094031,28.492698,500,No,Yes,No,2,3.5,Good,52,1
77.0943256,28.492384,400,No,Yes,No,1,2.0,Poor,60,1
77.094263,28.4923373,500,No,Yes,No,2,2.1,Poor,34,1
77.0943529,28.4924355,350,No,Yes,No,1,2.2,Poor,136,1
77.0937234,28.4914786,500,No,No,No,2,2.2,Poor,43,0
77.09321138,28.489834,500,No,Yes,No,2,4.0,Very Good,34,1
77.1049154,28.4871499,400,No,Yes,No,1,4.3,Very Good,33,1
77.094173,28.4904461,300,No,No,No,1,4.0,Very Good,162,0
77.08978873,28.49488428,700,No,Yes,No,2,4.3,Very Good,217,1
77.087429,28.4681035,550,No,Yes,Yes,2,3.1,Average,195,1
77.0715115,28.4739245,1000,Yes,Yes,No,3,3.4,Average,210,1
77.0858383,28.4700182,500,No,Yes,No,2,3.4,Average,165,1
77.0813069,28.4666333,1000,No,Yes,No,3,3.7,Good,98,1
77.0888382,28.4614757,700,No,Yes,No,2,3.8,Good,115,1
77.08591864,28.46970311,800,No,Yes,No,2,3.5,Good,129,1
77.0872491,28.4626173,600,No,Yes,No,2,3.9,Good,164,1
77.0857654,28.4700505,800,No,Yes,No,2,3.8,Good,86,1
77.08598737,28.46978122,1200,No,Yes,Yes,3,3.5,Good,269,1
77.0881933,28.461408,600,No,Yes,No,2,3.9,Good,124,1
77.0887329,28.4614598,600,No,Yes,No,2,3.8,Good,61,1
77.0880584,28.4616192,500,No,Yes,No,2,3.9,Good,90,1
77.0879685,28.4617002,750,No,Yes,No,2,3.6,Good,213,1
77.0966008,28.4834181,750,No,Yes,No,2,3.6,Good,461,1
77.08301514,28.46624793,850,No,Yes,No,2,4.2,Very Good,93,1
77.0875226,28.4622589,750,No,Yes,No,2,4.4,Very Good,161,1
77.0888677,28.4616072,1300,Yes,Yes,No,3,4.1,Very Good,255,1
77.0859584,28.4699579,600,No,Yes,No,2,4.0,Very Good,88,1
77.0880135,28.46157,650,No,Yes,No,2,4.1,Very Good,134,1
77.088706,28.46147,650,No,Yes,No,2,4.1,Very Good,152,1
77.087295,28.4623501,600,No,Yes,No,2,4.1,Very Good,151,1
77.0957635,28.4486392,600,No,Yes,No,2,3.4,Average,42,1
77.0978116,28.4495295,300,No,Yes,No,1,3.6,Good,39,1
77.0951664,28.4477214,400,No,Yes,No,1,3.9,Good,40,1
77.0957435,28.4486422,300,No,Yes,No,1,3.8,Good,93,1
77.0992983,28.447904,400,No,No,No,1,3.1,Average,7,0
77.0990285,28.4481471,1100,Yes,Yes,No,3,3.4,Average,129,1
77.0994781,28.4476522,800,No,No,No,2,2.9,Average,107,0
77.0992084,28.4480747,550,No,No,No,2,3.6,Good,59,0
77.09939003,28.4478212,800,Yes,No,No,2,3.8,Good,40,0
77.0992156,28.4480264,1100,Yes,Yes,No,3,3.6,Good,296,1
77.0990488,28.4479922,1200,Yes,No,No,3,3.6,Good,27,0
77.0994781,28.4476522,1800,Yes,Yes,No,3,3.5,Good,259,1
77.0991634,28.4482945,350,No,No,No,1,3.5,Good,34,0
77.0991184,28.448066,1000,Yes,Yes,No,3,3.8,Good,120,1
77.0992983,28.448173,3200,Yes,No,No,4,4.2,Very Good,1193,0
77.0991184,28.4481557,1400,Yes,Yes,No,3,4.1,Very Good,147,1
77.0993432,28.4472358,500,No,Yes,No,2,4.1,Very Good,227,1
77.0993882,28.4477333,1600,Yes,Yes,No,3,4.0,Very Good,192,1
77.0994781,28.4476522,1000,Yes,No,No,3,4.4,Very Good,83,0
77.0526236,28.4616176,3000,Yes,No,No,4,4.2,Very Good,77,0
77.0525451,28.4616552,1600,No,Yes,No,3,4.1,Very Good,229,1
77.104693,28.4221468,2000,Yes,No,No,4,3.4,Average,52,0
77.104693,28.4221468,3000,Yes,No,No,4,3.6,Good,58,0
77.0808644,28.4788581,650,No,Yes,No,2,3.3,Average,25,1
77.0807295,28.4792485,500,No,Yes,No,2,3.4,Average,452,1
77.0808194,28.4788089,2000,Yes,No,No,4,2.6,Average,35,0
77.0808644,28.479127,500,No,Yes,No,2,2.6,Average,134,1
77.0808644,28.4788581,1100,Yes,Yes,No,3,2.7,Average,426,1
77.0806845,28.4787511,800,No,Yes,No,2,2.9,Average,108,1
77.08076142,28.47907544,150,No,No,No,1,3.8,Good,35,0
77.0931234,28.4757509,800,No,Yes,No,2,2.6,Average,26,1
77.09314417,28.47571545,500,No,Yes,No,2,3.2,Average,38,1
77.09307712,28.47579915,550,No,Yes,No,2,3.6,Good,86,1
77.093094,28.476268,1000,Yes,Yes,No,3,3.6,Good,29,1
77.09335204,28.47565209,700,No,Yes,No,2,3.8,Good,43,1
77.0411995,28.4164952,1000,No,No,No,3,3.6,Good,42,0
77.0411995,28.4164952,2000,Yes,No,No,4,4.0,Very Good,111,0
77.1031649,28.4818475,2500,Yes,No,No,4,2.6,Average,20,0
77.0950645,28.460459,300,No,No,No,1,2.7,Average,24,0
77.0948924,28.4603029,1000,Yes,Yes,No,3,2.8,Average,261,1
77.0950273,28.460271,2000,No,No,No,4,4.6,Excellent,2093,0
77.0946226,28.460546,1500,No,No,No,3,3.6,Good,38,0
77.0946989,28.4604087,1250,Yes,No,No,3,3.9,Good,106,0
77.0949823,28.4603115,1600,Yes,No,No,3,3.8,Good,31,0
77.0954319,28.4604444,700,No,Yes,No,2,4.1,Very Good,84,1
77.0971853,28.4543812,400,No,Yes,No,1,3.3,Average,165,1
77.08932303,28.43230959,1000,No,Yes,Yes,3,2.7,Average,185,1
77.0979495,28.4494782,550,No,Yes,No,2,2.8,Average,48,1
77.0986339,28.4499246,800,Yes,No,No,2,2.8,Average,14,0
77.0941432,28.4667953,850,Yes,No,No,2,3.2,Average,37,0
77.1042874,28.4372372,800,No,Yes,No,2,3.2,Average,30,1
77.0975132,28.4369224,800,No,Yes,No,2,3.3,Average,336,1
77.1047562,28.4324764,1000,Yes,Yes,No,3,3.4,Average,106,1
77.0974101,28.4370522,600,No,No,No,2,3.4,Average,50,0
77.102108,28.441123,1000,No,Yes,No,3,4.6,Excellent,150,1
77.1019957,28.4400925,2200,Yes,Yes,No,4,3.7,Good,416,1
77.1039229,28.4393747,500,No,No,No,2,3.6,Good,32,0
77.1042012,28.434018,900,No,Yes,No,2,3.6,Good,110,1
77.1032552,28.4396385,500,No,No,No,2,3.8,Good,74,0
77.09865443,28.43823059,1500,No,Yes,No,3,3.5,Good,81,1
77.1025313,28.4411247,450,No,No,No,1,3.5,Good,116,0
77.1004268,28.4372138,550,No,Yes,No,2,3.6,Good,36,1
77.10256,28.441297,700,No,No,No,2,3.7,Good,224,0
77.0987588,28.4461485,1500,No,No,No,3,3.6,Good,148,0
77.0971853,28.4549192,2000,Yes,Yes,No,4,3.9,Good,280,1
77.1015446,28.4451163,1700,Yes,No,No,3,3.9,Good,67,0
77.105038,28.4218116,2000,Yes,No,No,4,3.7,Good,45,0
77.0974101,28.4545373,700,No,Yes,No,2,3.5,Good,27,1
77.0940831,28.4663219,850,No,Yes,No,2,3.6,Good,241,1
77.109638,28.4247729,1200,No,Yes,No,3,4.2,Very Good,146,1
77.10288294,28.43849033,1000,Yes,Yes,No,3,4.0,Very Good,259,1
77.0956926,28.4604777,700,No,Yes,No,2,4.0,Very Good,20,1
77.0904863,28.4211432,500,No,Yes,No,2,3.1,Average,138,1
77.0906308,28.4210196,500,No,Yes,No,2,2.8,Average,101,1
77.0904863,28.4208742,400,No,No,No,1,3.1,Average,94,0
77.033939,28.4576098,1400,Yes,No,No,3,2.8,Average,7,0
77.0386607,28.4655997,1500,Yes,No,No,3,2.8,Average,15,0
77.0382289,28.4553886,1000,Yes,No,No,3,2.9,Average,6,0
77.0382176,28.4553962,1300,Yes,No,No,3,2.7,Average,13,0
77.0726806,28.459424,450,No,Yes,No,1,3.4,Average,260,1
77.0727706,28.4594327,500,No,Yes,No,2,2.7,Average,90,1
77.07272552,28.45938349,800,No,Yes,No,2,3.6,Good,144,1
77.0727706,28.4594327,600,No,Yes,No,2,3.6,Good,243,1
77.0727256,28.4593835,600,No,Yes,No,2,3.8,Good,121,1
77.0725008,28.4588688,700,No,No,No,2,3.8,Good,183,0
77.0726806,28.459424,500,No,Yes,No,2,4.0,Very Good,647,1
77.065948,28.5008981,1500,Yes,No,No,3,3.8,Good,73,0
77.0993934,28.4470228,1000,Yes,No,No,3,2.7,Average,96,0
77.038187,28.419985,300,No,Yes,No,1,3.4,Average,41,1
77.088553,28.4797315,1850,Yes,No,No,3,2.8,Average,91,0
77.0886879,28.4797893,1000,Yes,No,No,3,3.6,Good,70,0
77.0536264,28.4725545,1500,Yes,No,No,3,2.8,Average,21,0
77.0679481,28.4679413,500,No,No,No,2,3.7,Good,364,0
77.0683484,28.4684937,1000,No,No,No,3,3.7,Good,179,0
77.1081995,28.4805868,1600,Yes,No,No,3,3.4,Average,23,0
77.1087266,28.481264,4500,Yes,No,No,4,3.6,Good,218,0
77.1087258,28.4812481,4000,Yes,No,No,4,4.1,Very Good,38,0
77.0395172,28.4705263,1900,Yes,No,No,3,3.0,Average,6,0
77.0395353,28.4705061,1400,Yes,No,No,3,3.0,Average,19,0
77.0396702,28.4704989,1200,Yes,No,No,3,3.0,Average,10,0
77.0648668,28.4676295,2000,Yes,No,No,4,3.2,Average,137,0
77.0809099,28.4734916,300,No,No,No,1,2.8,Average,45,0
77.1023726,28.4805404,650,No,No,No,2,3.3,Average,22,0
77.0827529,28.4766191,400,No,Yes,No,1,3.3,Average,38,1
77.085001,28.4771042,300,No,Yes,No,1,3.2,Average,21,1
77.0802349,28.4797836,450,No,No,No,1,3.1,Average,20,0
77.0761927,28.476072,800,No,No,No,2,2.8,Average,15,0
77.10031841,28.47773187,750,No,Yes,Yes,2,3.4,Average,69,1
77.0828835,28.4761607,550,No,Yes,No,2,3.2,Average,75,1
77.088598,28.479691,1800,Yes,No,No,3,2.6,Average,115,0
77.0731066,28.4776351,1200,Yes,No,No,3,3.2,Average,39,0
77.0829327,28.4760986,400,No,No,No,1,2.8,Average,36,0
77.0823932,28.4757777,600,No,No,No,2,2.7,Average,61,0
77.0805946,28.4787425,1200,Yes,No,No,3,2.8,Average,23,0
77.0803248,28.4805094,600,No,Yes,No,2,3.1,Average,82,1
77.0902166,28.4796672,2200,Yes,No,No,4,3.1,Average,13,0
77.1020369,28.4800544,2000,No,No,No,4,3.8,Good,283,0
77.0811126,28.4775699,1600,Yes,Yes,No,3,3.8,Good,665,1
77.1026087,28.4806694,550,No,Yes,No,2,3.6,Good,69,1
77.0820362,28.4800592,600,No,Yes,No,2,3.7,Good,198,1
77.1020768,28.4806041,2500,Yes,No,No,4,3.5,Good,57,0
77.0963632,28.4821819,200,No,Yes,No,1,3.6,Good,43,1
77.0824381,28.4757372,350,No,Yes,No,1,2.3,Poor,31,1
77.0692631,28.477294,600,No,No,No,2,2.4,Poor,35,0
77.0935886,28.4726847,600,No,Yes,No,2,4.1,Very Good,246,1
77.0894073,28.4798584,600,No,No,No,2,3.3,Average,31,0
77.0892274,28.4798411,1500,Yes,No,No,3,3.5,Good,240,0
77.0892792,28.4798031,1500,No,No,No,3,3.7,Good,1902,0
77.0893563,28.4799415,2000,Yes,No,No,4,4.1,Very Good,2806,0
77.0823932,28.4785568,650,No,No,No,2,3.2,Average,13,0
77.0816737,28.4784876,350,No,No,No,1,3.0,Average,5,0
77.0818967,28.479447,500,No,No,No,2,3.2,Average,68,0
77.0817187,28.4792539,450,No,No,No,1,2.6,Average,120,0
77.0816737,28.478398,650,No,Yes,No,2,3.7,Good,18,1
77.0818667,28.4791426,700,No,No,No,2,3.5,Good,66,0
77.0803248,28.4803301,800,No,Yes,No,2,2.7,Average,67,1
77.0802124,28.4802521,550,No,No,No,2,3.3,Average,40,0
77.0800708,28.4809987,650,No,Yes,No,2,3.4,Average,39,1
77.0802574,28.481108,600,No,No,No,2,3.4,Average,19,0
77.0802215,28.4806523,750,No,No,No,2,2.9,Average,42,0
77.0800417,28.4803729,500,No,Yes,No,2,3.4,Average,234,1
77.0802124,28.4808348,750,Yes,No,No,2,2.9,Average,501,0
77.0803248,28.4803301,700,No,Yes,No,2,2.6,Average,61,1
77.0802124,28.4804762,500,No,Yes,No,2,3.3,Average,81,1
77.0801851,28.4803207,350,No,No,No,1,3.4,Average,118,0
77.08040039,28.48028198,700,No,No,No,2,3.1,Average,13,0
77.0802349,28.4807697,600,No,Yes,No,2,3.7,Good,26,1
77.0802798,28.4807292,600,No,No,No,2,3.6,Good,185,0
77.0802349,28.4807697,400,No,No,No,1,3.6,Good,27,0
77.0801711,28.4805322,1000,Yes,Yes,No,3,3.6,Good,496,1
77.0802349,28.4808594,1500,Yes,No,No,3,3.5,Good,55,0
77.0801226,28.4805204,900,No,No,No,2,3.5,Good,205,0
77.0801187,28.4810064,2500,Yes,Yes,No,4,3.7,Good,730,1
77.0801674,28.4802478,400,No,Yes,No,1,3.7,Good,31,1
77.0803727,28.4808767,1400,Yes,No,No,3,3.8,Good,468,0
77.080144,28.4803174,600,No,No,No,2,2.3,Poor,29,0
77.0802349,28.4811283,1800,Yes,No,No,3,2.1,Poor,90,0
77.0802124,28.4803866,600,No,Yes,No,2,2.3,Poor,34,1
77.0801793,28.4805091,900,Yes,No,No,2,4.0,Very Good,62,0
77.0412894,28.4166832,450,No,No,No,1,3.3,Average,34,0
77.0413756,28.4167026,1500,Yes,Yes,No,3,3.4,Average,165,1
77.0204947,28.4669375,200,No,No,No,1,3.0,Average,4,0
77.0129534,28.4841816,400,No,No,No,1,2.9,Average,4,0
77.026849,28.4569872,500,No,No,No,2,3.2,Average,5,0
77.0206596,28.4667157,500,No,No,No,2,3.2,Average,18,0
77.0203953,28.4667607,700,No,No,No,2,3.2,Average,31,0
77.0204174,28.4668549,100,No,No,No,1,3.2,Average,7,0
77.0189174,28.4709408,350,No,No,No,1,2.9,Average,5,0
77.0196893,28.4653555,200,No,Yes,No,1,3.4,Average,27,1
77.0178663,28.4603933,400,No,No,No,1,3.2,Average,28,0
77.0274904,28.4580309,600,No,No,No,2,3.1,Average,4,0
77.022202,28.4645876,600,No,No,No,2,3.3,Average,25,0
77.0181934,28.473084,150,No,No,No,1,3.1,Average,12,0
77.0182331,28.4730183,200,No,No,No,1,2.9,Average,5,0
77.0136942,28.4823394,1000,Yes,No,No,3,3.1,Average,25,0
77.0141435,28.4810609,500,No,Yes,No,2,2.6,Average,12,1
77.0166864,28.4678506,450,No,No,No,1,3.0,Average,6,0
77.0175175,28.4674068,250,No,No,No,1,3.1,Average,17,0
77.0193016,28.4713437,400,No,No,No,1,3.0,Average,13,0
77.0136441,28.4670202,500,No,No,No,2,3.3,Average,21,0
77.0189082,28.4712555,400,No,Yes,No,1,3.4,Average,60,1
77.0204469,28.4667702,600,No,No,No,2,3.4,Average,33,0
77.0221359,28.4639996,800,No,Yes,No,2,2.7,Average,11,1
77.0186408,28.4721483,400,No,No,No,1,2.9,Average,8,0
77.0193636,28.470213,700,No,No,No,2,3.2,Average,25,0
77.0179074,28.4603566,450,No,No,No,1,3.1,Average,7,0
77.023212,28.4626082,150,No,No,No,1,2.8,Average,4,0
77.0259078,28.4597556,150,No,No,No,1,3.0,Average,11,0
77.0259899,28.4598188,400,No,No,No,1,2.9,Average,10,0
77.0200512,28.4570545,700,No,No,No,2,3.0,Average,6,0
